id,name,latitude,longitude,elevation
E5910,OSLOFJORD,58.75,10.48,0.0
E6120,ALANDSEE,60.75,19.52,0.0
B742,LINSTOW,53.62,12.38,62.0
E790,WOLFSBURG (SUEDWEST),52.4,10.68,82.0
G201,BIRKENMOOR,50.32,10.88,320.0
G220,STEINFELD,49.95,9.67,300.0
G243,BAMMERSDORF,49.75,11.07,295.0
G262,NEUHERBERG,49.52,10.28,380.0
G286,OBERSTEINBACH,49.22,10.95,390.0
G315,NEUHOF,48.77,10.78,518.0
G337,KINZESBERG,48.58,13.68,564.0
G358,GROSSBERGHOFEN,48.32,11.32,508.0
G385,ROTHENFELD,47.97,11.22,690.0
G409,ERFURT LVG,51.0,11.05,192.0
G424,OBER-ERLENBACH,50.23,8.68,200.0
H097,STEINEGGE-EXTER,52.15,8.8,201.0
H456,OSTOENNER BACH,51.53,7.98,135.0
H789,BREITENBACHTALSPERRE,50.98,8.08,410.0
J927,RIESWEILER,49.13,7.32,314.0
K268,MUENSTERMAIFELD,50.27,7.35,178.0
K510,MERZKIRCHEN,49.57,6.47,369.0
K620,KANZERN,49.67,6.58,216.0
K756,FRANKELBACH,49.52,7.65,417.0
L112,VASBECK,51.38,8.9,340.0
L391,BEBRA,50.97,9.78,192.0
L684,THALAUBACH,50.43,9.75,370.0
L962,HEPPENHEIM,49.63,8.62,95.0
N567,VOCKERODE,51.87,12.35,70.0
O454,SEIFERSDORF,51.15,13.9,243.0
P254,RANDERSACKER,49.75,9.98,185.0
P547,ELSENDORF,48.7,11.8,400.0
P878,STREITHEIM,48.42,10.67,490.0
Q358,STUTTGART NECKARTAL,48.78,9.22,223.0
X004,SWIS-PUNKT,51.33,7.67,700.0
X016,SWIS-PUNKT,49.45,8.57,300.0
X028,SWIS-PUNKT,51.25,9.83,700.0
X040,GOLDISTHAL,50.5,11.0,900.0
X053,SWIS-PUNKT,49.67,8.83,300.0
X091,SWIS-PUNKT,50.17,11.67,300.0
X105,SWIS-PUNKT,52.47,13.4,53.0
X118,SWIS-PUNKT,48.42,10.93,504.0
X130,SWIS-PUNKT,53.88,14.15,24.0
X142,SWIS-PUNKT,48.08,11.28,635.0
X202,SWIS-PUNKT,47.67,10.87,900.0
X214,SWIS-PUNKT,47.9,11.37,700.0
X226,SWIS-PUNKT,49.42,11.65,700.0
X238,SWIS-PUNKT,49.72,9.5,300.0
X250,SWIS-PUNKT,49.87,9.23,300.0
X262,SWIS-PUNKT,50.5,10.05,900.0
X274,SWIS-PUNKT,48.73,8.63,700.0
X286,SWIS-PUNKT,49.15,7.58,500.0
X298,SWIS-PUNKT,50.17,7.57,500.0
X310,SWIS-PUNKT,50.3,8.0,300.0
X322,SWIS-PUNKT,50.53,8.72,300.0
X335,SWIS-PUNKT,51.28,7.45,500.0
X347,SWIS-PUNKT,50.43,9.4,500.0
X359,SWIS-PUNKT,51.87,9.63,300.0
X371,SWIS-PUNKT,51.73,10.52,900.0
X383,FREUDENSTADT,48.45,8.4,796.0
X399,NEUBRANDENBURG,53.55,13.2,81.0
X411,SWIS-PUNKT,49.33,12.3,500.0
X423,SWIS-PUNKT,49.05,13.18,900.0
X436,SWIS-PUNKT,50.53,13.17,900.0
X448,SWIS-PUNKT,51.23,11.55,300.0
X460,SWIS-PUNKT,52.33,7.72,100.0
X472,SWIS-PUNKT,50.98,14.22,500.0
X484,HOGFGEISMAR,51.5,9.38,162.0
Z939,DUERRNBACHHORN,47.67,12.6,1580.0
F9709,TEESSIDE INTL.,54.52,-1.43,37.0
B508,CARLOW,53.77,10.93,27.0
B565,BORRENTIN-WOLKWITZ,53.82,12.97,40.0
N511,SARGSTEDT,51.93,10.98,170.0
O120,EILENBURG,51.47,12.67,105.0
01311,BERGEN,60.3,5.22,50.0
01493,SARPSBORG,59.28,11.12,54.0
02460,STOCKHOLM/ARLANDA,59.65,17.92,37.0
02562,LINKOPING,58.4,15.52,93.0
03065,CAIRNGORM,57.12,-3.63,1245.0
03220,CARLISLE,54.93,-2.97,28.0
03379,CRANWELL,53.03,-0.5,67.0
03628,BRISTOL/FILTON,51.52,-2.58,59.0
03808,CAMBORNE,50.22,-5.33,87.0
03961,CARLOW OAK PARK,52.85,-6.92,61.0
06110,SKRYDSTRUP,55.23,9.27,43.0
06279,HOOGEVEEN,52.73,6.52,12.0
06449,CHARLEROI,50.47,4.45,187.0
06604,NEUCHATEL,47.0,6.95,485.0
06625,FRIBOURG POSIEUX,46.77,7.12,646.0
06643,WYNAU,47.27,7.78,422.0
06669,LAEGERN,47.48,8.4,868.0
06685,GLARUS,47.03,9.07,515.0
06712,AIGLE,46.33,6.92,381.0
06750,GUETSCH,46.65,8.62,2287.0
06783,SAN BERNARDINO,46.47,9.18,1639.0
06798,SCOULS,46.8,10.27,1298.0
07040,DIEPPE,49.93,1.1,33.0
07143,CHARTRES,48.47,1.52,155.0
07222,NANTES,47.17,-1.6,27.0
07354,CHATEAUROUX,46.87,1.72,155.0
07558,MILLAU,44.12,3.02,715.0
07643,MONTPELLIER,43.58,3.97,3.0
07780,FIGARI,41.5,9.1,26.0
08045,VIGO/PEINADOR,42.22,-8.63,264.0
08221,MADRID/BARAJAS,40.45,-3.55,609.0
08397,MORON DE LA FRONTERA,37.15,-5.62,87.0
08579,LISBOA/GAGO COUTINHO,38.77,-9.13,104.0
10038,HOHN,54.32,9.53,10.0
10131,CUXHAVEN,53.87,8.72,5.0
10170,WARNEMUENDE,54.18,12.08,4.0
10261,SEEHAUSEN,52.88,11.73,21.0
10321,DIEPHOLZ,52.58,8.35,39.0
10376,BARUTH,52.07,13.5,55.0
10433,LUEDGE,51.87,9.27,258.0
10471,LEIPZIG,51.32,12.42,141.0
10513,KOELN/BONN,50.87,7.17,91.0
10557,NEUHAUS A.R.,50.5,11.13,845.0
10613,BUECHEL,50.17,7.07,478.0
10671,COBURG,50.28,10.98,322.0
10736,MUEHLACKER,48.97,8.87,244.0
10782,WALDMUENCHEN,49.38,12.68,499.0
10852,AUGSBURG,48.43,10.93,463.0
10946,KEMPTEN,47.72,10.33,705.0
11019,ALLENSTEIG,48.68,15.37,599.0
11070,KREMS,48.42,15.62,203.0
11138,ALPINZENTRUM RUDOL.,47.13,12.63,2317.0
11173,FISCHBACH,47.45,15.65,1034.0
11252,VIRGEN (OSTTIROL),47.0,12.45,1212.0
11340,SCHMITTENHOEHE,47.33,12.73,1956.0
11487,KOCELOVICE,49.47,13.83,519.0
11659,PRIBYSLAW,49.58,15.77,533.0
11819,JASLOVSKE BOHUNICE,48.48,17.67,176.0
11968,KOSICE,48.67,21.22,230.0
12210,RESKO,53.77,15.42,52.0
12375,WARSCHAU,52.17,20.97,106.0
12500,JELENIA GORA,50.9,15.8,342.0
12625,ZAKOPANE,49.3,19.97,857.0
12910,SZENTGOTTHARD,46.92,16.32,312.0
13274,BELGRAD,44.8,20.47,132.0
14014,LJUBLJANA/BRNIK,46.22,14.48,364.0
14474,DUBROVNIK,42.57,18.27,164.0
14652,BJELASNICA,43.72,18.27,2067.0
15338,ORAVITA,45.03,21.68,200.0
16036,AVIANO,46.03,12.6,128.0
16120,GENUA,44.42,8.85,2.0
16245,PRATICA DI MARE,41.65,12.43,6.0
16429,TRAPANI/BIRGI,37.92,12.5,7.0
16627,ALEXANDROUPOLI,40.85,25.92,7.0
16710,TRIPOLIS/INTL,37.53,22.4,644.0
16765,KARPATHOS,35.52,27.25,6.0
17300,ANTALYA,36.9,30.8,54.0
26038,TALLIN,59.42,24.8,44.0
26659,LEPEL,54.88,28.7,174.0
33791,KRYVYI RIH,48.05,33.22,123.0
60230,MARRAKECH,31.62,-8.03,468.0
62305,SALLUM PLATEAU,31.57,25.12,6.0
A051,WEESBY,54.83,9.15,22.0
A397,GROSSENBRODE,54.37,11.08,3.0
A791,SCHWARTAU,BAD -GROSS,53.93,10.7,26.0
B365,SUEDERHOLZ-NEUENDORF,54.1,13.15,5.0
B687,ROTHEMUEHL,53.6,13.82,23.0
E008,BORKUM-FLUGPLATZ,53.6,6.7,3.0
E145,BUTJADINGEN-INTE,53.48,8.38,1.0
E297,BLECKEDE-WALMSBURG,53.23,10.85,12.0
E475,UELZEN,52.93,10.53,50.0
E659,REHBURG-LOCCUM,52.43,9.13,60.0
E744,BARSINGHAUSEN-HOHENB,52.32,9.43,110.0
E839,MORINGEN-LUTTERBECK,51.72,9.83,240.0
F020,MEYENBURG,53.32,12.28,98.0
F210,PERLEBERG,53.1,11.87,40.0
F470,STRAUSBERG,52.58,13.93,81.0
F736,HOHENBUCKO,51.77,13.47,131.0
H027,PETERSHAGEN,52.38,9.02,43.0
H247,LUEDINGHAUSEN-BROCH.,51.77,7.52,59.0
H391,BRAKEL,51.72,9.17,145.0
H542,GEVELSBERG-OBERB.,51.33,7.33,205.0
H641,SOLINGEN-HOHENSCHEID,51.13,7.08,154.0
H768,MOENCHENGLADBACH-HIL,51.13,6.37,77.0
J702,PERL-NENNIG,49.53,6.38,152.0
K060,MAROTH,50.58,7.68,285.0
K259,POLCH, KR. MAYEN-KOB,50.3,7.32,235.0
K339,STROHN,50.12,6.92,390.0
K475,LINGERHAHN (WWV RLP),50.08,7.57,482.0
K589,HAHNHEIM,49.87,8.23,120.0
K755,EINOELLEN,49.62,7.63,303.0
K969,RUELZHEIM,49.17,8.3,105.0
L131,AROLSEN-VOLKHARDINGH,51.32,9.07,365.0
L312,WETTER/HESSEN-AMOENA,50.92,8.68,227.0
L521,ASSLAR KLEIN-ALTENST,50.58,8.47,200.0
L685,GREBENSTEIN,51.45,9.42,190.0
L829,RAUNHEIM,50.02,8.43,89.0
L988,BEERFELDEN,49.57,8.97,450.0
M412,HOERSELBERG-HAINICH-,51.02,10.52,290.0
M651,ILMTAL-DIENSTEDT,50.8,11.17,325.0
M909,ROEMHILD-SUELZDORF,50.42,10.48,330.0
N214,KOECKTE,52.52,11.13,59.0
N500,BUEHNE-RIMBECK,52.0,10.63,100.0
N671,KEMBERG-RADIS,51.77,12.52,94.0
O099,HAEHNICHEN-TREBUS,51.33,14.83,163.0
O458,DRESDEN-HOSTERWITZ,51.02,13.85,114.0
O708,CRIMMITSCHAU-MANNICH,50.82,12.3,327.0
O974,KLINGENTHAL-KAMERUN,50.37,12.48,730.0
P048,PFARRWEISACH-LOHR (P,50.13,10.72,270.0
P095,REHAU,50.22,12.03,587.0
P141,KOENIGSBERG/BAYERN-H,50.08,10.48,259.0
P185,WALDERSHOF-SCHAFBRUC,49.93,12.08,723.0
P236,MARKT BIBART,49.67,10.38,317.0
P287,FREIHUNG-GROSSSCHOEN,49.57,11.88,493.0
P318,HERRIEDEN (KLAERANLA,49.23,10.5,420.0
P356,KASTL, KREIS AMBERG-,49.37,11.68,424.0
P389,WEIDING, KREIS CHAM-,49.27,12.75,425.0
P444,BERATZHAUSEN,49.1,11.8,463.0
P481,LAM-LAMBACH,49.22,13.07,692.0
P548,ELSENDORF-HORNECK,48.7,11.85,425.0
P594,GRAINERT-REHBERG,48.78,13.63,628.0
P639,FAHRENZHAUSEN,48.37,11.57,458.0
P669,NEUMARKT-SANKT VEIT,48.37,12.52,440.0
P702,WEISSENHORN-OBERREIC,48.32,10.2,500.0
P777,JETTENBACH,48.18,12.38,403.0
P824,VILGERTSHOFEN-PFLUGD,47.97,10.92,685.0
P873,VOGTAREUTH (KLAERANL,47.95,12.17,464.0
P908,OBERREUTE,47.55,9.93,903.0
P936,SEEG (KLAERANLAGE),47.67,10.63,802.0
P958,KREUTH-GLASHUETTE,47.62,11.65,897.0
P981,UNTERWOESSEN-HINTERW,47.72,12.47,647.0
P997,BERCHTESGADEN/JENNER,47.6,13.02,980.0
Q067,WIESENSTEIG,48.57,9.63,565.0
Q292,KIRCHBERG-JAGST,49.18,9.98,426.0
Q375,WINTERBACH/REMSTAL,48.82,9.5,241.0
Q437,NEUBULACH-OBERHAUGST,48.65,8.68,570.0
Q561,METZINGEN,48.53,9.27,362.0
Q672,BIRENBACH,48.73,9.65,348.0
Q739,NEUHAUSEN OB ECK-UNT,47.95,8.98,663.0
Q822,EISENBACH,47.97,8.27,976.0
Q911,TODTMOOS,47.73,8.0,781.0
Z001,GRAMAIS/OESTERREICH,47.27,10.53,1320.0
Z919,KRANZBERG,47.45,11.23,1300.0
Z942,WARTSTEINKOPF,47.65,12.8,1755.0
08040,FISTERRA,42.93,-9.28,98.0
12399,TERESPOL,52.08,23.62,136.0
26144,LOGEVA,58.75,26.42,130.0
26759,BORISOV,54.27,28.5,135.0
33036,MOZYR,52.03,29.2,133.0
33506,POLTAVA,49.62,34.55,135.0
33885,CAHUL,45.88,28.23,132.0
16520,ALGHERO / SARDINIA,40.63,8.28,27.0
02584,GOTSKA SANDON,58.4,19.2,12.0
03235,BOLTSHOPE PARK,54.82,-2.08,434.0
03534,BIRMINGHAM/AIRPORT,52.45,-1.75,93.0
03914,PORTRUSH,55.2,-6.65,8.0
06160,VAERLOESE,55.77,12.33,18.0
07173,EPINAL,48.2,6.43,317.0
10143,NEUMUENSTER,54.08,9.93,20.0
10303,LINGEN-BACCUM,52.52,7.42,40.0
10404,KALKAR,51.73,6.27,27.0
10501,AACHEN,50.78,6.1,202.0
10558,SONNEBERG,50.38,11.18,626.0
10735,SINSHEIM,49.25,8.88,169.0
11113,NAUDERS,46.88,10.5,1330.0
11210,MALLNITZ,46.98,13.18,1185.0
12840,BUDAPEST,47.52,19.03,118.0
15481,KOGALNICEANU,44.33,28.43,97.0
16164,VOLTERRA,43.4,10.87,555.0
16699,ANAGRA,38.32,23.53,148.0
26636,SVECIONYS,55.13,26.17,222.0
40007,ALEPPO,36.33,37.22,425.0
40256,WADI RAYAN,32.4,35.58,-200.0
40300,SHOUBAK,30.52,35.53,1365.0
F9507,LEUPOLZ UMSPWK.,47.73,10.37,721.0
F9519,SOONWALD WEST 4,49.93,7.82,262.0
F9531,KUGELBERG O. / W. 2,48.97,9.17,258.0
K1140,LOENINGEN,52.75,7.75,36.0
K1511,CLOPPENBURG,52.85,8.07,42.0
K1597,LENNESTADT-ALTENHUND,51.12,8.08,300.0
K2274,BAD KREUZNACH,49.85,7.87,102.0
K2611,MARBURG,50.82,8.78,195.0
K2688,BAD BERGZABERN,49.12,8.0,252.0
K2727,SCHWAEB.GMUEND,48.78,9.8,415.0
K2780,DONAUESCHINGEN,47.95,8.5,677.0
K2932,TUTTLINGEN,48.02,8.82,648.0
K3869,GRAMBECK,53.57,10.68,27.0
K4058,EBRACH,49.85,10.48,360.0
K4130,KRUMBACH-EDENHAUSEN,48.25,10.42,520.0
K4244,LOBENSTEIN,50.45,11.63,500.0
K4531,TROSTBERG,48.02,12.55,487.0
N0136,BAD SCHUSSENRIED,48.0,9.67,576.0
N0242,HINDELANG/OSTRACHTAL,47.45,10.43,930.0
N0406,DINKELSBUEHL,49.07,10.33,444.0
N0527,FORBACH-HERRENWIES,48.67,8.27,764.0
N0738,UPLENGEN-STAPELERM.,53.35,7.85,14.0
N1027,GREBENHAIN,50.48,9.33,435.0
N1147,GOEPPINGEN,48.72,9.62,361.0
N1333,BISCHOFSMAIS,48.92,13.08,684.0
N1503,AALEN,48.85,10.1,418.0
N2076,SAUERLACH,47.98,11.65,615.0
N2216,BIBLIS,49.68,8.42,88.0
N2311,WILLEBADESSEN-BORL.,51.58,9.03,280.0
N2433,BAD MUENDER,52.18,9.47,110.0
N2626,GRAAL-MUERITZ,54.25,12.27,6.0
N3035,NAILA,50.33,11.7,525.0
N3240,HOYA,52.82,9.15,18.0
N3462,RIESA,51.3,13.25,140.0
N3924,WEIKERSHEIM,49.47,9.95,370.0
N4176,ROTTACH-EGERN,47.68,11.77,747.0
N4426,DOERNTHAL,50.73,13.33,558.0
N5044,INGELHEIM,49.98,8.07,135.0
N5417,NAUMBURG/SAALE,51.15,11.8,135.0
N6037,ULRICHSTEIN,50.58,9.2,575.0
N6357,QUERFURT,51.38,11.58,190.0
N7075,BITBURG,49.98,6.55,285.0
N7395,STRAUSBERG,52.58,13.88,73.0
N7817,PRITZWALK,53.15,12.17,70.0
N8322,WUPPERTAL-BARMEN,51.27,7.18,197.0
N8439,ZUELPICH,50.7,6.65,170.0
N8667,BAD BRAMSTEDT,53.92,9.9,10.0
N8884,HAGEN,51.35,7.45,113.0
N9323,WADERSLOH,51.77,8.27,92.0
P0008,COMO,45.78,9.08,62.0
P0020,VOGELSBERG,50.53,9.23,774.0
P0032,SCHWELM,51.28,7.3,165.0
P0044,SPREMBERG/LUB,51.57,14.38,100.0
P0056,LUPFEN,48.08,8.5,970.0
P0068,HOCHSCHNEEBERG,47.75,15.83,2000.0
P0080,ALBERTVILLE,45.67,6.4,500.0
P0093,LILLEHAMMER,61.1,10.45,500.0
P0105,OF-POST D5,52.8,8.5,18.0
P0118,PASO DI CAMPELLI,46.02,10.02,1890.0
P0130,KRUMMHOERN-LOQUARD,53.38,7.07,10.0
P0142,TOSSENS,53.58,8.25,2.0
P0154,WESTL. SYLT,55.0,7.3,0.0
P0167,LIVORNO,43.55,10.3,0.0
P0180,GRUENBERG,50.62,8.97,273.0
P0192,GEROLSTEIN,50.22,6.67,358.0
P0204,HANNOV.MUENDEN,51.42,9.65,125.0
P0216,LINNICH,50.98,6.25,67.0
P0228,EITORF,50.77,7.43,89.0
P0243,ISCHIA,40.73,13.95,80.0
P0255,ENDINGEN,48.13,7.7,186.0
P0267,OBERNZENN,49.28,10.27,400.0
P0282,HERZBERG/BRANDENBURG,51.7,13.23,81.0
P0297,DINGOLFING,48.75,12.55,360.0
P0309,HOCHFELLN,47.75,12.55,1665.0
P0350,REINFELD,53.83,10.48,15.0
P0362,IHLEWITZ,51.63,11.68,159.0
P0374,AHRNTAL,46.98,11.98,950.0
P0387,FULPMES,47.15,11.33,937.0
P0399,KLAEPPEN,61.17,13.22,350.0
P0412,SCHEID,50.48,6.5,334.0
P0427,SPAIN_NEW_06,42.83,-1.63,596.0
P0441,LENGERICH,52.18,7.87,80.0
P0453,HJAELMAREN,59.2,15.7,39.0
P0465,DEGERFORS,59.6,14.5,196.0
P0477,ENERTRAG,53.27,14.03,100.0
P0489,HAMBURG INNENSTADT,53.55,9.98,8.0
P0501,LANGEN-TRECHOW,53.9,11.93,25.0
P0513,NEUKIRCHEN,51.07,10.33,227.0
P0525,GAETA,41.2,13.57,1.0
P0537,PORTREE,57.42,-6.18,14.0
P0549,BLACKBURN,53.75,-2.48,123.0
P0561,HAMBACH,50.4,7.98,260.0
P0573,KURESSAARE,58.23,22.52,2.0
P0606,SCHMALLENBERG,51.15,8.28,381.0
P0618,HAFTENKAMP,52.53,6.92,17.0
P0631,OSTBEVERN,52.05,7.85,55.0
P0643,GODEWIN1,54.05,7.03,0.0
W3011,WESTL.AGADIR,29.93,-11.45,0.0
W4211,SDL.FINISTERRE,41.53,-10.87,0.0
W5708,SDL.HEBRIDEN,56.52,-7.83,0.0
W6003,PENTLANDS,59.68,-3.12,0.0
E3420,SW-KRITIKO,34.17,20.33,0.0
E3625,AEGAEIS-S.,36.27,25.45,0.0
E3727,KOS,37.0,27.0,0.0
E3915,LIPARI-SE,38.52,15.0,0.0
E4104,MINORQUE,40.52,4.0,0.0
E4307,SDL.PROVENCE,42.75,6.52,0.0
E4531,SCHW.MEER4,45.27,30.53,0.0
E5344,BALTRUM,53.73,7.38,0.0
E5414,BODDENGEW. OST,54.3,14.0,0.0
E5519,NDL.DANZIG,55.2,19.0,0.0
E5705,FISCHER,57.37,5.28,0.0
E5917,SDL.STOCKHOLM,58.5,17.48,0.0
E6131,LADOGA SEE,61.0,31.5,0.0
C316,MARMSTORF,53.43,9.93,75.0
E877,CLAUSTHAL-ZELLERFELD,51.78,10.35,585.0
G202,HOHENROTH,50.32,10.17,300.0
G222,GROSSOSTHEIM,49.93,9.05,129.0
G244,RANDERSACKER,49.75,9.98,185.0
G265,GREIMERSDORF,49.47,10.83,320.0
G294,EISERSZELL,49.05,12.6,617.0
G318,BURGHEIM,48.7,11.02,390.0
G339,SCHOENBRUNN,48.57,12.2,385.0
G360,EICHENRIED,48.27,11.78,475.0
G387,LAUTRACH,47.9,10.12,610.0
G410,FRIEMAR,50.98,10.78,288.0
G426,WITZENHAUSEN-WENDERS,51.32,9.88,209.0
H176,KALLETAL NIEDERMEIEN,52.07,8.95,310.0
H483,OTTENSGRUND,51.57,8.75,350.0
H810,KREUZ AACHEN,50.8,6.17,155.0
K040,ESCH,50.57,7.05,268.0
K315,STRICKSCHEID,50.15,6.32,470.0
K531,BERNKASTEL-KUES,49.92,7.07,120.0
K621,WITTLICH,49.97,6.87,197.0
K768,SCHORLENBERG,49.47,7.92,412.0
L119,HOF LAUTERBACH, VOEH,51.22,8.93,350.0
L414,HAIGER,50.75,8.22,320.0
L687,FORSTHAUS,50.38,9.73,475.0
L985,BEERFELDEN,49.57,8.97,430.0
N616,OBERHARZ AM BROCKEN,51.67,10.88,504.0
O459,ZELLWALD,51.03,13.27,301.0
P264,ROEDELSEE,49.72,10.25,240.0
P573,DEGGENAU,48.8,12.97,320.0
P910,HELLENGERST,47.67,10.2,947.0
Q441,AK STUTTGART,48.72,9.08,500.0
X005,SWIS-PUNKT,51.0,7.17,100.0
X017,SWIS-PUNKT,49.17,9.25,300.0
X029,SWIS-PUNKT,47.75,12.75,900.0
X042,SWIS-PUNKT,49.5,8.33,100.0
X054,SWIS-PUNKT,50.33,10.0,900.0
X093,SWIS-PUNKT,49.03,13.3,700.0
X106,SWIS-PUNKT,53.63,9.98,11.0
X119,SWIS-PUNKT,49.98,11.63,530.0
X131,SWIS-PUNKT,50.28,11.85,640.0
X143,SWIS-PUNKT,51.62,8.62,232.0
X203,SWIS-PUNKT,47.55,10.37,1100.0
X215,SWIS-PUNKT,48.67,10.78,300.0
X227,SWIS-PUNKT,49.48,12.02,700.0
X239,SWIS-PUNKT,49.35,8.8,100.0
X251,SWIS-PUNKT,50.38,10.18,300.0
X263,SWIS-PUNKT,50.52,10.07,900.0
X275,SWIS-PUNKT,48.23,8.43,700.0
X287,SWIS-PUNKT,49.47,6.53,300.0
X299,SWIS-PUNKT,49.67,6.82,700.0
X311,SWIS-PUNKT,50.23,7.93,500.0
X323,SWIS-PUNKT,50.58,7.33,300.0
X336,SWIS-PUNKT,51.17,7.48,500.0
X348,SWIS-PUNKT,50.55,9.95,500.0
X360,SWIS-PUNKT,51.37,9.6,300.0
X372,SWIS-PUNKT,51.93,10.78,100.0
X384,ALTENSTEIG-WART,48.62,8.65,586.0
X400,FELDBERG/MECKLENBURG,53.32,13.42,115.0
X412,SWIS-PUNKT,49.73,12.37,700.0
X424,SWIS-PUNKT,48.8,13.75,900.0
X437,SWIS-PUNKT,51.37,14.87,100.0
X449,SWIS-PUNKT,51.15,11.63,300.0
X461,SWIS-PUNKT,52.27,8.6,300.0
X473,SWIS-PUNKT,51.05,14.27,500.0
X485,BEVERN,51.87,9.5,110.0
Z944,WARTSTEINHUETTE,47.65,12.82,1615.0
F9710,CAMBRIDGE,52.2,0.17,15.0
B794,ROTHENKLEMPENOW,53.52,14.22,14.0
P315,DIETENHOFEN,49.42,10.67,405.0
Q425,SIMMERSFELD,48.62,8.52,720.0
01338,VANGSNES,61.17,6.65,51.0
01494,RYGGE,59.38,10.78,53.0
02464,STOCKHOLM,59.35,17.95,15.0
02574,NORRKOPING,58.58,16.15,35.0
03066,KINLOSS,57.65,-3.57,6.0
03257,LEEMING,54.3,-1.53,40.0
03385,DONNA NOOK,53.48,0.08,8.0
03647,LITTLE RISSINGTON,51.87,-1.68,215.0
03809,CULDROSE,50.08,-5.25,78.0
03962,SHANNON,52.7,-8.92,14.0
06119,KEGNAES,54.85,9.98,17.0
06280,GRONINGEN,53.13,6.58,4.0
06450,ANTWERPEN,51.2,4.47,12.0
06605,CHASSERAL,47.13,7.05,1599.0
06626,GOESGEN (KKW),47.37,7.97,380.0
06645,RUENENBERG,47.43,7.88,611.0
06670,ZUERICH,47.48,8.53,436.0
06687,QUINTEN,47.13,9.22,419.0
06717,GRAND-ST-BERNARD,45.87,7.17,2472.0
06751,ROBIEI,46.45,8.52,1898.0
06784,DAVOS,46.82,9.85,1590.0
06799,NALUNS / SCHLIVERA,46.82,10.27,2400.0
07055,BEAUVAIS,49.47,2.12,106.0
07149,PARIS,48.73,2.4,89.0
07235,LE MANS,47.95,0.2,52.0
07379,SAINT-YAN.,46.42,4.02,242.0
07577,MONTELIMAR,44.58,4.73,73.0
07645,NIMES/COURBESSAC,43.87,4.4,59.0
07785,CAP CORSE,43.0,9.37,111.0
08055,LEON,42.58,-5.65,926.0
08272,TOLEDO BUENAVISTA,39.88,-4.05,451.0
08410,CORDOBA,37.85,-4.85,90.0
10042,OLPENITZ,54.67,10.03,4.0
10136,NORDHOLZ,53.77,8.67,23.0
10172,LAAGE,53.92,12.28,42.0
10264,MARNITZ,53.32,11.93,81.0
10325,BAD SALZUFLEN,52.1,8.75,135.0
10379,POTSDAM,52.38,13.07,99.0
10435,WARBURG,51.5,9.12,236.0
10474,WITTENBERG,51.88,12.63,105.0
10519,BONN-ROLEBER,50.73,7.18,159.0
10564,SCHLEIZ,50.57,11.8,501.0
10615,DEUSELBACH,49.77,7.05,481.0
10675,BAMBERG,49.88,10.92,243.0
10738,STUTTGART-ECHT.,48.68,9.22,396.0
10788,STRAUBING,48.83,12.57,350.0
10853,NEUBURG/DONAU,48.72,11.22,380.0
10948,OBERSTDORF,47.4,10.28,810.0
11020,ZWETTL,48.62,15.2,505.0
11075,LANGENLOIS,48.47,15.7,204.0
11140,LOFER,47.58,12.7,629.0
11182,WIENER NEUSTADT,47.83,16.22,285.0
11255,KOETSCHACH,46.68,13.0,722.0
11350,SALZBURG,47.78,13.05,423.0
11502,AUSSIG,50.68,14.03,375.0
11679,USTI NAD ORLICI,49.98,16.42,402.0
11826,PIESTANY,48.62,17.83,164.0
11976,STROPKOV,TISINEC,49.22,21.65,216.0
12230,PILA,53.13,16.75,72.0
12385,SIEDLCE,52.25,22.25,152.0
12510,SNIEZKA,50.73,15.73,1604.0
12660,NOWY SACZ,49.62,20.7,292.0
12922,SARMELLEK,46.68,17.17,124.0
13278,KRAGUJEVAC,44.03,20.93,185.0
14026,MARIBOR/SLIVNICA,46.48,15.68,264.0
14528,BIHAC,44.82,15.88,250.0
14654,SARAJEVO-BEJELAVE,43.87,18.43,630.0
15420,BUKAREST,44.5,26.13,90.0
16040,TARVISIO,46.5,13.58,777.0
16125,SARZANA/LUNI,44.08,9.98,9.0
16252,CAMPOBASSO,41.57,14.65,793.0
16434,PRIZZI,37.72,13.43,1034.0
16632,KOZANI,40.3,21.78,634.0
16716,ATHEN,37.9,23.73,28.0
17022,ZONGULDAK,41.45,31.8,137.0
17116,BURSA,40.18,29.07,100.0
17350,ADANA,37.0,35.42,73.0
26063,ST.PETERSBURG,59.97,30.3,4.0
26666,VITEBSK,55.17,30.22,176.0
33815,KISHINEV/KICHINAU,47.02,28.98,173.0
60252,AGADIR/AL MASSIRA,30.33,-9.4,74.0
62306,MERSA MATRUH,31.33,27.22,25.0
A112,WRIXUM/FOEHR,54.68,8.53,8.0
A411,KREMPEL,54.32,9.02,2.0
A940,SPRENGE,53.68,10.37,55.0
B382,KARLSHAGEN,54.1,13.82,1.0
B710,DODOW,53.5,11.0,34.0
E025,DORNUM,53.65,7.43,1.0
E158,BEVERSTEDT,53.43,8.8,3.0
E298,WENDISCH EVERN,53.22,10.47,62.0
E501,TWIST-HEBELERMEER,52.73,7.08,19.0
E662,ESSEL,52.68,9.65,28.0
E748,SALZHEMMENDORF-LAUEN,52.08,9.55,175.0
E857,NORTHEIM-STOECKHEIM,51.75,9.95,109.0
F050,UCKERLAND-KARLSTEIN,53.43,13.82,40.0
F263,ZEHDENICK,52.97,13.33,51.0
F475,MUENCHEBERG,52.52,14.12,63.0
